genre,graph_path,feature_path,ytid,caption,tags,split
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00073.npy,9Tl2l3bsLpE,People are playing the same groove on a lot of percussive instruments. In the background you can hear shakers. Someone is strumming chords with an effect on an e-guitar and someone is playing fill-ins on acoustic drums. This song may be playing at a local live concert from a music school.,"['amateur recording', 'reggae', 'shaker', 'bongos', 'djembe', 'congas', 'bongos', 'acoustic drums', 'e-guitar', 'medium to uptempo']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00089.npy,msnm_tYXcYw,This audio contains someone playing a melody on steeldrums along to a backing track containing an e-bass playing a melody along with an e-guitar. A kick is being played on every beat. This song may be played on the streets by a busker.,"['amateur recording', 'reggae', 'backing track', 'e-bass', 'acoustic drums', 'steel drums', 'e-guitar', 'medium to uptempo']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00035.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00035.npy,U6SYfguaJtk,This song contains male voices singing/shouting while an acoustic drum is playing an elevating pattern on the toms. You can hear hands clapping to the beat. A brass section/saxophones are playing a repeating melody creating tension. Then the song breaks into the next part with a piano playing along with the melody. This song may be playing at a live concert.,"['rock&roll', 'e-guitars', 'piano', 'e-bass saxophones/brass', 'acoustic drums', 'male voices singing/shouting', 'uplifting energy', 'uptempo']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00057.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00057.npy,merGvga39Yo,The song is an instrumental. The tempo is medium fast with a guitar playing lead with a guitar effects pedal producing a distorted grunge tone. The song is energetic and passionate with no other instrumentation. The song audio quality is very poor.,"['instrumental music', 'guitar playing', 'audio units', 'tech gear demos', 'demo video', 'rock music', 'amateur recording', 'poor audio quality', 'guitar effects pedal', 'amplification', 'guitar distortion', 'guitar rhythm', 'groovy music', 'grunge tones', 'poor audio quality', 'effects pedal demonstration', 'energetic', 'youthful', 'passionate', 'spirited', 'solo', 'soloist', 'home studio', 'amateur recording', 'rock music', 'medium tempo']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00004.npy,p2jnUySmuvA,This is a Hawaiian folk music rendition of a jazz music piece. There is a male vocalist singing melodically in the lead. The simple tune is being played by a mellow sounding ukulele. There is a peaceful and relaxing atmosphere. This piece could be playing in the background of a coffee shop. It could also be included in the soundtrack of a feelgood movie/TV series. Another good use would be in the background of wholesome social media content.,"['hawaiian folk', 'world music', 'male vocal', 'melodic singing', 'ukulele', 'gentle', 'peaceful', 'calming', 'relaxing', 'easygoing']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00001.npy,Cwbtn_h6TP8,"A female singer sings this screaming metal melody. The song is medium tempo with a steady metal drumming rhythm, steady bass line and a distorted guitar playing rhythm. The song is rebellious and passionate. The audio quality is very poor.","['poor audio quality', 'death metal', 'retro death metal hits', 'female singer', 'screaming vocals', 'haunting', 'rebellious', 'poor audio quality', 'live audience', 'live performance', 'teenage age angst', 'rebellious', 'passionate', 'emotional', 'poor audio quality', 'deteriorated audio', 'steady drumming rhythm', 'distorted guitar rhythm', 'percussive bass line', 'ambient room noise', 'medium tempo']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00076.npy,iUxy2s5d60o,A saxophonist plays a phrase on the alto sax and explains the movement. The song is medium tempo with no other instrumentation. The audio quality is poor and serves as an online music tutorial.,"['saxophonist', 'saxophone', 'alto saxophone', 'groovy', 'classical music', 'flourishes', 'music tutorial', 'song tutorial', 'bad audio quality', 'music tutor', 'song walk through', 'amateur recording', 'medium tempo', 'sax solo', 'no other instrumentation', 'high gain volume', 'youtube saxophone lessons']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00095.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00095.npy,fhs7AkJsYao,"This is an instrumental rock-sounding gear showcase jam. There is an electric guitar playing improvised disconnected riffs with varying accentuations. There is an echo delay pedal being used on the guitar that makes the notes being played echo repeatedly in a fading manner. Due to the usage of numerous riffs, an electric guitar sample could be lifted from this piece to be used in a beat.","['jam', 'rock', 'improvisation', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'echo delay', 'effect pedal', 'gear showcase']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00065.npy,a4jcJ7QZ-OQ,"This is a rock music piece consisting of three instruments. There is a distorted electric lead guitar playing a solo that is increasing from medium to high pitch. The bass guitar is providing tune in the background. There is a loud acoustic drum beat that includes a lot of fills. The song has a vigorous, high energy feel to it. This piece could be played at rock bars.","['rock music', 'electric guitar', 'guitar solo', 'distorted guitar', 'bass guitar', 'acoustic drums', 'loud', 'energetic', 'rebellious']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00048.npy,OxxRnDpN9cc,This classical sonata features a harpsichord playing a melody. This is accompanied by a cello playing the bass notes. There are no other instruments in this song. There is no voice in this song. This song can be played as a lullaby.,"['classical sonata', 'instrumental', 'no voices', 'harpsichord', 'cello', 'no percussion', 'no other instruments', 'slow tempo']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00037.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00037.npy,F9LJIyqQFe8,This audio contains marching drums with a kick and snare rolls. A brass section starts to play a melody in the low to mid range up to the higher register. In the background you can hear a strong wind that seems not to be part of the song. This song may be playing in a pirate movie-scene.,"['cinematic', 'orchestral', 'brass composition', 'background wind noise', 'marching drums', 'dangerous', 'dramatic', 'slow tempo']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00001.npy,Ex0ukzO5z9M,"The low quality recording features a reggae song that consists of passionate male vocal singing over groovy bass, simple hi hats and punchy snare. There are some loud stuttering low frequency audio crackly noises in the recording, which makes it a bit uncomfortable to listen. It sounds groovy and chill regardless.","['low quality', 'noisy', 'reggae', 'passionate male vocal', 'loud stuttering low frequency audio crackle', 'groovy bass', 'simple hi hat', 'punchy snare', 'groovy', 'chill']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00034.npy,-kpR93atgd8,An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,"['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00047.npy,C5MhO2HM2Wg,The drums are just playing the hihat and the kick on the second beat which is typical for reggae. The  keys are playing one chord on the offbeat. A guitar is playing some repeating chords along while the bass is playing a simple rhythmic pattern to support the drums. The female voice is singing with some reverb on her voice. This song may be playing on a sunny day at home with open windows mixed with the noises of a lovely small town.,"['reggae', 'acoustic drums', 'white noise', 'bass', 'keys', 'guitar', 'female voice singing', 'slower tempo', 'relaxing mood']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00036.npy,yj4xorgrbV4,This audio contains acoustic drums playing a groove with a lot of cymbal hits. An e-bass is holding the groove while a distorted e-guitar is playing a solo in a higher register. In the background you can hear another e-guitar playing something like an arpeggio melody in the mid-range. This song may be playing in the rehearsal band room practicing drumming to a backing song.,"['post-rock', 'acoustic drums', 'e-guitars', 'e-bass', 'uptempo', 'slightly agressive']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00008.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00008.npy,UoGXR3V5Mro,This is a low quality recording of a sped up song. The song features voices that have reached a high pitch of singing due to the sped up tempo. This is accompanied by percussion playing at a fast tempo. Distortion guitars are playing power chords but are now at a higher pitch due to speeding up the song. The bass plays the root notes of the chords. The song has a quirky mood. It can be used in a comedy movie.,"['punk rock', 'sped up song', 'cartoon voices', 'distortion guitars', 'low quality recording', 'fast paced drumming', 'fast tempo']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00083.npy,GuQFhmGqdog,"A female vocalist sings this rather vigorous country song. The tempo is fast with vocalisation. The vocalist is yodelling vigorously and rhythmically to the accompaniment of an animated banjo, fiddle, resonator and mandolin harmony, vibrant drumming and.","['female vocalist', 'fast tempo', 'falsetto', 'high notes', 'resonator', 'people clapping', 'cheering', 'breeze', 'ambient nature sounds', 'energetic vocals', 'spirited drumming', 'vigorous banjo accompaniment', 'mandolin', 'fiddle', 'dobro', 'rapid singing', 'energetic', 'vocalisation', 'spirited', 'enthusiastic', 'normal voice to falsetto', 'rapid change in pitch']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00091.npy,AJw-x30L46E,This blues instrumental rock song features an acoustic guitar being aggressively strummed. There are no other instruments in this song. There are no voices in this song. The tempo of this song is fast. The rhythm of this song comprises fast upstrokes and downstrokes. Some of the strums are muted and the main rhythm is played with a mix of open and palm muted techniques.,"['blues rock', 'fast tempo', 'acoustic guitar', 'no voice', 'instrumental', 'no percussion', 'minimal instruments', 'aggressive guitar playing', 'palm muting']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00013.npy,zNgRUFOj3HI,"The low quality recording features a DJ scratching the vinyl of a hip hop instrumental that consists of punchy kick and snare hits and sustained filter modulated bass. The recording is muffled, noisy, mono and muddy, as it was probably recorded with a phone.","['low quality', 'dj scratching', 'hip hop', 'sustained filter mod bass', 'punchy kick', 'punchy snare', 'muffled', 'noisy', 'mono', 'muddy']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00041.npy,iBH5X5SKirU,This jazz song features a guitar solo. This is accompanied by percussion playing a simple beat. An acoustic guitar strums chords on each count of the bar. The bass plays the root notes of the chords. There are no voices in this song. The song has a happy mood. This song can be played in a coffee shop.,"['jazz song', 'acoustic guitar', 'guitar solo', 'bass guitar', 'instrumental', 'no voices', 'percussion', 'moderate tempo', 'easy listening', 'happy mood']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00017.npy,nW6Naj6eeI4,"This audio contains acoustic drums playing something like a reggae groove along with an e-bass. A e-guitar strumming chords, piano, organ saxophones and trumpets are playing a short melody on the backbeat giving this song its reggae feeling. In-between the instruments are playing a short loud melody to break into the next part. The instruments are spread across the sides of the speakers. This audio may be playing in an urban coffee shop.","['cuban ska', 'e-guitar', 'trumpets', 'saxophones', 'organ', 'piano', 'acoustic drums', 'e-bass', 'upbeat', 'energetic']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00045.npy,2gc1L3g1itU,"This audio contains someone playing blues on an e-piano. This audio is in poor audio quality, you can hear white noise from the recording. This song may be playing piano at home.","['amateur recording', 'blues', 'e-piano', 'uptempo']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00019.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00019.npy,m4Dj_vTsAt0,"The low quality recording features a hip hop song that consists of synth keys melody, punchy kick, punchy muffled snare, shimmering open hat and shakers and short toms roll. It sounds groovy and easygoing, like something you would listen to when riding a car.","['low quality', 'hip hop', 'synth keys melody', 'punchy kick', 'shimmering shakers', 'punchy muffled snare', 'shimmering open hat', 'short toms roll', 'groovy', 'easygoing']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00010.npy,HtCkwxfAmzw,This indie rock song features a piano playing the main melody. This is accompanied by percussion playing a simple beat. It seems like the hi-hat is substituted by the tambourine. A distortion guitar plays power chords. The bass follows the root notes of the chords. There are no voices in this song. The song is upbeat and the mood is happy. This song can be used in the end credits of a romantic movie.,"['indie rock', 'no voices', 'distortion guitar', 'keyboard melody', 'bass notes', 'simple percussion', 'moderate tempo', 'upbeat', 'happy feel', 'instrumental']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00061.npy,9HQNvz4eZPU,"The song is an instrumental. The tempo is slow with a female operatic singer singing, piano accompaniment, bells singing, trumpets playing harmony, various percussion hits and strong bass line. The song is full of tension and sounds ominous like an impending gun fight.","['instrumental music', 'female opera singer', 'bells ringing', 'music box tones', 'movie soundtrack', 'guitar lead', 'duel music', 'country music', 'slow tempo', 'trumpets playing harmony', 'guitar lead', 'slow burn', 'gunslingers', 'eerie', 'ominous', 'building tension', 'operatic drama', 'dramatic music', 'emotional', 'spirited', 'passionate', 'movie theme song', 'soundtrack', 'piano accompaniment']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00068.npy,msnm_tYXcYw,This audio contains someone playing a melody on steeldrums along to a backing track containing an e-bass playing a melody along with an e-guitar. A kick is being played on every beat. This song may be played on the streets by a busker.,"['amateur recording', 'reggae', 'backing track', 'e-bass', 'acoustic drums', 'steel drums', 'e-guitar', 'medium to uptempo']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00011.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00011.npy,9aE33JEIGOg,"A female vocalist sings this soft melody. The song is slow tempo with a mellow electric guitar harmony, soft keyboard accompaniment , a soft lilting flute melody and subtle bass line. There is no use of percussion. The song is soft, mellow, emotional, nostalgic and sentimental . This song is Soft pop.","['female singer', 'slow tempo', 'mellow electric guitar', 'soft lilting flute', 'keyboard accompaniment', 'subtle bass lines', 'vocal emphasis', 'minimal music', 'soft pop', 'mellow', 'soothing', 'emotional', 'sentimental', 'nostalgic', 'melancholic']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00069.npy,nxdHojfss_A,This is a cinematic classical music piece. There is a piano playing the chords while the strings are holding the melodic background. There is a mysterious ambient synth sound coming and going. A repetitive low-to-mid frequency percussive sound effect is being played to imply the sound of whales. The atmosphere of the piece is reminiscent of both underwater and outer space at the same time. That is why it could be used in science fiction movies and shows that have an aquatic or outer space setting.,"['classical', 'instrumental', 'piano', 'strings', 'ambient synth', 'sound effects', 'cinematic', 'animal-like', 'underwater', 'outer space']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00004.npy,bNW18IztiZY,"The low quality recording features a trap song playing in the background that contains stuttering snares, scratching effects and male vocals that occasionally change the pitch, while there are male exciting screams, hyping it out. The recording is very noisy, mostly from the wind and it sounds like it was recorded with a phone.","['low quality', 'trap', 'male exciting screams', 'wind', 'noisy', 'scratching sound effects', 'stuttering snares', 'pitch bend male vocals']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00046.npy,qVT6GX1KHUY,"This music is a Country song instrumental. The tempo is medium with a pedal steel  guitar lead harmony with steady drumming and keyboard accompaniment. The music is a simple,minimalist, sweet, dulcet, sentimental, nostalgic, soothing, pleasant and mellifluous , classic Country music instrumental.","['instrumental', 'medium tempo', 'keyboard accompaniment', 'minimalist', 'dulcet', 'auto harp', 'steel guitar', 'pedal steel guitar', 'steady drumming', 'country song', 'country song instrumental', 'country instrument', 'bluegrass', 'regional music', 'folk music', 'pleasant', 'nostalgic', 'sentimental', 'soothing', 'mellifluous']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00013.npy,nlWXsfjHeA8,"A male vocalist sings this Jazz melody. The tempo is medium with a jazz style piano and drumming, groovy bass line, tambourine beats and vocal backup. The harmony is syncopated and complex. It is ambient, atmospheric, punchy, emphatic and enjoyable.","['male vocalist', 'medium tempo', 'jazz', 'jazz piano', 'jazz drumming', 'groovy bass line', 'vocal backup', 'syncopated harmony', 'complex chords', 'improvisation', 'deliberate dissonance', 'tambourine beats', 'blue notes', 'polyrhythms', 'ambient', 'atmospheric', 'emphatic']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00025.npy,aLnBwjLUZao,"This blues song features a male voice singing the main melody at a comfortable pitch. This is accompanied by percussion playing a simple rock beat in common time. An overdriven guitar plays a blues riff. After one bar, the guitar and bass pause while the percussion and voice continues. The bass plays the root notes of the chords. The mood of this song is happy. This song can be played in a bar scene in a movie.","['rock song', 'blues song', 'male voice', 'low quality audio', 'overdriven guitar', 'percussion', 'bass', 'happy mood', 'moderate tempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00084.npy,TakkuFZJsis,"A male rapper sings this groovy melody. The song is medium tempo with a steady drumming rhythm, groovy bass line, a melancholic flute countermelody, keyboard harmony and guitar accompaniment. The song is exciting and passionate. The song is a modern Russian rap song with a story telling nature.","['male rapper', 'russian rap music', 'medium tempo', 'purposeful', 'inspiring', 'underground music', 'youthful', 'discotheque', 'hardship', 'flute countermelody', 'guitar accompaniment', 'groovy bass line', 'steady drumming rhythm', 'steady drumming rhythm', 'keyboard harmony', 'poignant', 'melancholic', 'emotional', 'russian hit songs', 'euro pop', 'groovy music', 'dance music', 'dance mix', 'dance club', 'people dancing', 'passionate', 'story telling']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00024.npy,fWfQxB2pVrc,This folk song features a harmonica playing the main melody. This is accompanied by an acoustic guitar strumming chords. There are no other instruments in this song. This is an instrumental song. There are no voices in this song. The mood of this song is upbeat and happy. This song can be played in a movie scene involving a highway drive.,"['harmonica', 'acoustic guitar', 'country song', 'folk song', 'no voices', 'instrumental', 'no percussion', 'no other instruments', 'moderate tempo', 'upbeat']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00075.npy,b9rgWct9ivI,This is a series of clips - a compilation. The compilation is separated by the telephone beep tone. One of the clips is orchestral strings playing a motif that would be used when something shocking or suspenseful happens. The other clip contains a jazzy saxophone motif. There is also a sultry woman speaking sassily with some upbeat percussion under her vocal.,"['telephone beep tone', 'saxophone', 'shocking strings playing', 'repeated telephone beep tone', 'talking woman', 'disjointed', 'upbeat pop clip']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00055.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00055.npy,ohikUtjUN7c,This is a live performance of a Hindustani classical music piece. There is a male vocalist singing passionately in the lead. The melody is being played by a gentle harmonium tune. The rhythmic background is provided by the tabla percussion. The atmosphere is vibrant. This piece could be used in the soundtrack of a movie with a North Indian setting.,"['hindustani classical music', 'live performance', 'male vocal', 'passionate singing', 'harmonium', 'tabla', 'vibrant', 'profound']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00021.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00021.npy,zixIuxzCCvs,"This is the live recording of a heavy metal music piece. The male vocalist in the lead has a powerful wide-ranged vocal. There is an overdriven electric guitar that is playing a repeated riff with a bass guitar supporting it in the background. The rhythm is provided by a loud, fast-paced metal beat on the acoustic drums. The atmosphere is hard-hitting and energetic. The piece could be playing in the background of a rock/metal bar.","['heavy metal', 'live performance', 'male vocal', 'powerful singing', 'electric guitar', 'bass guitar', 'loud acoustic drums', 'hard-hitting', 'energetic', 'loud', 'invigorating', 'fast tempo']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00095.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00095.npy,nyjXFx0GSX8,"We hear the bright ringing of two metal objects clanging against each other. This is the bright metallic sound of steel ringing. In the distance, we faintly hear a country rock song. Specifically, we hear a country rock guitar riff being played in the background. There is also the sound of a non-steel object being placed on a surface.","['steel hammering', 'metal ringing sound', 'distant country rock music', 'distant electric guitar riff', 'metal clanging', 'bright tinny ringing sound']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00050.npy,eOmQbJljnqE,"The low quality song features a country song that consists of an acoustic rhythm guitar chord progression over which a mellow male vocal is singing. The recording got noisy at the end of the loop, which sounded like a microphone was turned on. It sounds vintage, warm, happy and fun.","['low quality', 'noisy', 'acoustic rhythm guitar', 'mellow male vocal', 'happy', 'fun', 'country']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00023.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00023.npy,yVWk3yq3Abc,"The low quality recording features a reggae song that consists of wide harmonizing low male vocals singing over groovy bass, muffled snare, shimmering hi hats, tinny percussive elements and offbeat piano chords. The recording is noisy and it sounds easygoing and chill.","['reggae', 'low quality', 'wide harmonizing low male vocals', 'offbeat piano chords', 'groovy bass', 'muffled snare', 'tinny percussive elements', 'shimmering hi hats', 'noisy', 'easygoing', 'chill']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00018.npy,hYlSisv-VRU,"A male vocalist sings this powerful pop. The tempo is medium fast with an emphatic and  groovy bass line, lively trumpet harmony, piano accompaniment, electric guitar rhythm, tambourine beats and infectious drums. The song is lively,spirited, engaging, vivacious,passionate, compelling and ambient with powerful vocals . This Song is an R&B/Funk.","['male vocalist', 'medium fast tempo', 'lively trumpets', 'emphatic bass lines', 'ambient', 'seasoned vocals', 'powerful vocals', 'electric guitar harmony', 'piano accompaniment', 'tambourine beats', 'infectious drumming', 'funk', 'r&b', 'soul', 'passionate', 'energetic', 'ambient  emphatic']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00077.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00077.npy,vtVfl5Ff5lw,The track is an upbeat blues song that features falsetto and raspy male vocals. A drum kit plays an energetic and happy beat. A bass guitar follows the rhythm and adds a bouncy vibe to the song. The overall sound of the instruments is bright and happy. A guitar follows the bass and the drum kit.,"['blues', 'upbeat', 'falsetto male vocals', 'raspy male vocals', 'fast tempo', 'blues drum kit', 'positive', 'happy', 'bright male vocals', 'bouncy bass']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00065.npy,9Rx57dlJtIA,"The low quality recording features a blues song that consists of a passionate male vocal singing over acoustic guitar melody in the left channel, muted acoustic guitar melody in the right channel of the stereo image, groovy bass, mellow snare and shimmering cymbals. It sounds passionate and emotional.","['low quality', 'poor quality mix', 'blues', 'passionate male vocal', 'acoustic guitar melody', 'muted acoustic guitar melody', 'groovy bass', 'mellow snare', 'shimmering cymbals', 'passionate', 'emotional']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00070.npy,e6lTl9JIW5Y,"The low quality recording features a jazz performance that consists of saxophone solo melody played over shimmering cymbals, followed by trombone melody and walking double bass. It sounds warm, but dark, due to the poor quality microphone it was recorded with.","['low quality', 'mono', 'noisy', 'shimmering cymbals', 'trombone melody', 'saxophone solo melody', 'walking double bass', 'jazz', 'warm', 'dark']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00012.npy,S8WTaKLpmmg,This is a symphonic black metal music piece. There is a male vocal singing using the guttural technique in the lead. The main tune is being played by a distorted electric guitar while orchestral elements such as the flute and brass elements. The bass guitar can be heard in the background. The rhythmic background is provided by a loud and rapid acoustic drum beat. The atmosphere is violent and ominous. This piece can be used in the soundtrack of a horror video game.,"['symphonic black metal', 'male vocal', 'guttural singing', 'distorted electric guitar', 'flute', 'brass', 'bass guitar', 'acoustic drums', 'aggressive', 'violent', 'ominous']",train
