split,genre,graph_path,feature_path,ytid,start_s,end_s,caption,tags,mood
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00055.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00055.npy,fmHbWq-7-iQ,160,170,"The low quality recording features a soft metal song that consists of muffled male vocals, alongside wide background melodic male vocals, singing over filtered synth pad, uptempo toms rolls, punchy snare and kick hits and shimmering cymbals. It sounds energetic and addictive.","['low quality', 'soft metal', 'uptempo toms rolls', 'punchy snare', 'wide background melodic male vocals', 'muffled male vocal', 'punchy kick', 'shimmering cymbals', 'energetic', 'addictive', 'filtered synth pad melody']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00019.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00019.npy,-hSMzrWZCAE,30,40,The pop rock music features a male voice singing. An electric guitar with a distortion effect on plays plays two chords every two measures. The drums play a strong rhythm and together with a synth bass drive the pulse of the music.,"['male voice', 'electric guitar', 'distortion effect', 'drums', 'synth bass', 'pop rock genre']",neutral
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00063.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00063.npy,kaabXWuPWRg,30,40,"This music clip is an electric guitar solo lead instrumental. The tempo is fast with the guitarist playing a very emphatic, intense riff. No other instruments have been used. The music is loud, intense, engaging and catchy.","['electric guitar', 'instrumental', 'string instrument', 'external amplification', 'vibrations', 'skilful', 'pop', 'jazz', 'country', 'blues', 'heavy metal', 'lead instrument', 'medium tempo', 'sonic power', 'amplified  guitar', 'melodious', 'minimal instrumentation', 'rock', 'hard rock', 'intense', 'loud', 'powerful']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00007.npy,8ynjAtF5VnA,40,50,An acoustic drum is playing a fast and complex drum groove with a lot of crash hits and double bass drum. Distorted e-guitars strumming wild chords along with an e-bass holding the melody while a male voice is screaming/singing loud and aggressively. In-between the song high and awkward laughing can be heard. This is an amateur recording. This song may be playing at a hard rock tattoo studio.,"['hardrock/punkrock', 'acoustic drums', 'e-guitars', 'e-bass', 'laughing', 'male voice screaming', 'fast tempo', 'amateur recording', 'agressive']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00042.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00042.npy,-m9pH0WXQto,110,120,"The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.","['electro pop', 'low quality', 'flat female vocal', 'wide background female doubling vocals', 'airplane sound effect', 'explosion sound effect', 'arpeggiated synth melody', 'shimmering tinny bells melody', 'energetic muffled crash cymbals', 'quiet drums', 'boomy groovy bass', 'simple hi hats', '4 on the floor kick', 'claps']",energetic
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00071.npy,LFYRuK8YstI,30,40,This amateur recording features a male voice singing the main melody. This is accompanied by a banjo being strummed in a country rhythm. This song is sung at a moderate tempo. This song has a patriotic feel. There are no other instruments in this song apart from the tenor banjo. This song can be played in a patriotic American movie.,"['country song', 'banjo song', 'amateur recording', 'no percussion', 'male voice', 'moderate tempo', 'folk song', 'minimal instruments', 'patriotic song']",neutral
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00013.npy,BHu95Y_kVQA,30,40,This song contains acoustic drums playing a steady groove with an uplifting bassline that repeats itself. An e-guitar is playing a single note melody while strings and an organ are elevating the energy with long higher register chords. Some backing vocals are singing along to the strings while the male voice is singing his melody. This song may be playing on a sunny day at the park having a picnic.,"['rock&roll', 'acoustic drum', 'e-bass', 'organ', 'e-guitar', 'male voice singing', 'uptempo', 'positive vibes']",happy
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00020.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00020.npy,iTV3Otwq_dI,60,70,Someone is scratching along to a hip hop style backing song containing digital drums and a synth arpeggio sound playing in the midrange. Two male voices are speaking. This song may be playing while practicing scratching.,"['amateur recording', 'hiphop', 'scratching', 'male voices speaking', 'synth arpeggio', 'digital drums', 'uptempo']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00089.npy,nbYdiazwUQo,30,40,"A tropical feeling electronic pop track with heavily processed autotuned vocals hard panned left right and center. The cumbia beat, lots of percussion, synthesizer melody and a syncopated bass give the music a light, friendly, and youthful vibe;","['autotuned vocals', 'hard panned vocals', 'heavy vocal processing', 'tropical electronic', 'pop', 'syncopated bass', 'cumbia beat', 'light', 'friendly', 'youthful', 'percussion', 'synth melody']",calm
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00093.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00093.npy,M4rXhyyvERM,40,50,"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.","['jazz', 'improvisation', 'no singer', 'instrumental', 'single instrument', 'jam', 'keyboard', 'piano sound', 'gentle', 'calming']",calm
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00023.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00023.npy,OcdrbkDm2LQ,30,40,"The Soul Instrumental features an addictive marimba melody, shimmering shakers, punchy kick hits, syncopated snare and tinny metallic percussive elements. It sounds narrow because it is recorded with one mono room microphone and therefore it is a low quality recording.","['soul', 'low quality', 'instrumental', 'marimba melody', 'shimmering shakers', 'tinny metallic percussive elements', 'punchy kick', 'syncopate snare hits', 'low quality', 'mono', 'room microphone']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00047.npy,Zbmm_hXcrA0,160,170,"The low quality recording features a pop song that consists of suspenseful synth, repetitive piano melody, filtered synth bass and sustained strings melody located in the left channel of the stereo image. It sounds uplifting, soulful and exciting.","['pop', 'low quality', 'suspenseful synth', 'repetitive piano melody', 'filtered synth bass', 'sustained strings melody', 'soulful', 'uplifting', 'exciting']",dark
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00049.npy,TrvI6t4pAP0,30,40,"A male rapper sings this rap medley with a backup singer in vocal harmony. The song is medium tempo with a boomy bass line, synth string section and piano accompaniment. The song is storytelling and haunting in its style. The song is a retro rap song with poor audio quality.","['bad audio quality', 'male rapper', 'story telling', 'emotional', 'male backup singer', 'piano accompaniment', 'medium tempo', 'eerie', 'haunting', 'serious', 'steady drumming rhythm', 'boomy bass line', 'keyboard harmony', 'aggressive', 'rap song', 'goth rap', 'synth string section']",dark
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00049.npy,BT4env-Tw2o,30,40,This song has a bassline that repeats itself playing along with a distorted guitar that supports the melody by playing the low notes along with slight variations and licks. The acoustic drums sound in the background but are played at full force. Fast paced with a lot of hits on different crashes and using a double bass kick. The male voice is screaming full force then a synthesizer lead sound is playing a simple melody that is panned to the right side of the speakers. This song may be playing at a live-concert jumping up and down enjoying the energetic energy of the surrounding and the music.,"['punkrock', 'e-guitar', 'e-bass', 'loud acoustic drums', 'male', 'screaming voice', 'synthesizer lead sound', 'energetic', 'medium to uptempo']",energetic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00092.npy,DlU56FGTVEk,30,40,"The low quality record features a blues song played on some device and it features brass melody, electric guitar solo melody, energetic drums, smooth bass and passionate male vocal singing over it. It sounds crushed, distorted and noisy.","['low quality', 'blues', 'electric guitar solo', 'passionate male vocal', 'energetic drums', 'brass melody', 'smooth bass', 'crushed', 'distorted', 'noisy']",romantic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00016.npy,ROM--1yVra8,180,190,"This is a pop music piece. There is a medium-to-high pitch male vocal singing melodically in the lead. The melody is being played by the strings and the piano. There is a loud but simple electronic drum beat in the rhythmic background. The piece is in major key, so there is an optimistic aura. The piece could be used in the soundtracks of teenage dramas. It could also work well in an advertisement jingle.","['pop music', 'medium-to-high pitch male vocal', 'melodic singing', 'electronic drums', 'strings', 'piano', 'bass', 'optimistic', 'passionate', 'emotional']",romantic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00008.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00008.npy,-XkbErI_7EU,50,60,This slow jazz song features male voices singing the main melody in harmony. This is accompanied by percussion playing a simple beat. The double bass plays the root notes of the chords. Trumpets play a fill in harmony in between lines. A piano plays an arpeggiated chord at the end of the first line. This song has a romantic mood. This song can be played in a classic romantic movie.,"['slow jazz song', 'barbershop quartet', 'trumpets', 'double bass', 'vocal harmony', 'male voices', 'piano', 'slow tempo', 'romantic song']",calm
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00030.npy,DOb8htND5_o,30,40,"This disco song features female voices and male voices singing vocables in harmony in the background. A synth melody is played in the foreground. Toward the end of the melody, a synth swell is played in a ringing tone. At the peak, the percussion starts to play a dance beat. The synth changes melody to a faster rhythm. The mood of this song is happy and upbeat. This song can be played in a club.","['disco song', 'dance song', 'female voices', 'male voices', 'programmed percussion', 'vocables', 'synth song', 'moderate tempo', 'happy mood']",happy
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00052.npy,yzjbAxCnt7U,50,60,"The Disco song features a passionate male vocal, alongside harmonizing background vocals, singing over sustained strings melody, piano melody, brass melody, punchy kick and snare hits, shimmering hi hats and some claps. It sounds funky, addictive and passionate - like something you would hear in clubs during the 70s.","['disco', 'harmonizing background vocals', 'passionate male vocal', 'sustained strings melody', 'piano melody', 'brass melody', 'punchy kick', 'punchy snare', 'shimmering hi hats', 'claps', 'funky', 'addictive', 'passionate']",romantic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00049.npy,YIhfk4Zaevk,30,40,"Instrumental Chicago blues music featuring a saxophone melody interspersed with licks from harmonica, Hammond style organ, acoustic piano and electric guitar. The drums play a shuffled backbeat on the snare and low toms under a repetitive electric bass riff. Would be at home in a roadhouse or barbecue festival.","['instrumental', 'chicago blues', 'saxophone', 'harmonica', 'electric guitar', 'acoustic piano', 'shuffle', 'repetitive bass riff', 'low tom backbeat', 'hammond organ']",neutral
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00070.npy,BWSJjF32tQA,240,250,"The song is an instrumental. The song is medium tempo with a moog bass accompaniment, keyboard organ tone and a strong bass line. The song is emotional and poignant. The song is a new age pop soundtrack.","['moog bass', 'keyboard accompaniment', 'experimental', 'experimental', 'abstract', 'art music', 'documentary soundtrack', 'instrumental music', 'memdium tempo', 'organ accompaniment', 'strong bass line', 'emotional', 'melancholic', 'poignant', 'playful', 'inspirational', 'motivational', 'new age', 'song introduction']",sad
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00045.npy,UoGXR3V5Mro,30,40,This is a low quality recording of a sped up song. The song features voices that have reached a high pitch of singing due to the sped up tempo. This is accompanied by percussion playing at a fast tempo. Distortion guitars are playing power chords but are now at a higher pitch due to speeding up the song. The bass plays the root notes of the chords. The song has a quirky mood. It can be used in a comedy movie.,"['punk rock', 'sped up song', 'cartoon voices', 'distortion guitars', 'low quality recording', 'fast paced drumming', 'fast tempo']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00052.npy,UR3k09hOxI4,30,40,The song is an instrumental. The song is in medium tempo with various Latin percussions playing syncopated rhythms and an organ playing accompaniment. The song is a Latin Jazz tune with a definite dance rhythm. The audio quality is mediocre.,"['latin dance rhythm', 'latin percussions', 'mediocre audio quality', 'latin dancers', 'emotional', 'passionate', 'energetic', 'organ accompaniment', 'instrumental music', 'latin percussion instruments', 'syncopated rhythms', 'groovy dance music', 'groovy bass line', 'latin jazz music', 'medium tempo']",romantic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00044.npy,uAYPacrJnyQ,30,40,The song has a futuristic kind of feel. It's a synth pop song with a female vocalist who has a robotic filter and autotune applied to her voice. The feel of the song is sort of epic and progressive. It's action-oriented and feels like something cool is about to happen.,"['futuristic synth pop', 'female pop vocal', 'filtered pop vocal', 'robotic vocal filter', 'autotuned female vocal', 'fast paced bass synth', 'clapping hands effect']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00001.npy,4vWChPYkuwA,70,80,"A male vocalist sings this Pop song. The tempo is slow with a melodic and emphatic piano accompaniment. This bit has minimal instrumentation as it is the introduction. The music is burgeoning with a cymbal crash introduced at the end of this clip. The song is slow, sad, poignant, reflective and nostalgic. This song is a hit Pop Rock.","['male singer', 'slow tempo', 'soft', 'emphatic piano', 'cymbal crash', 'strong vocals', 'song introduction', 'hard rock', 'progressive rock', 'alternative/indie', 'progressive pop', 'pop', 'rock', 'art rock', 'queen', 'hit songs', 'freddie mercury', 'ballad', 'opera']",calm
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00016.npy,7cvqeU9Wh-I,10,20,This is a soft rock/blues music piece. There is a male vocalist singing melodically in the lead. The electric guitar is playing bits and pieces of sound with the slide technique. There is a synth string sound in the background. The piece has a story-telling mood to it. The atmosphere is calm. This piece could be playing in the background at a coffee shop or a seaside restaurant.,"['soft rock', 'blues rock', 'live performance', 'male vocal', 'melodic singing', 'electric guitar', 'slide technique', 'synth strings', 'story-telling mood', 'calm', 'serene']",calm
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00025.npy,kCsmvK06SCA,30,40,"This music is an enthralling Sitar instrumental. The tempo is fast with an animated and melodic Sitar lead Harmony and tanpura accompaniment. The music is based on Hindustani Classical notes. It is captivating, intense, mellifluous, engaging,and fervent.","['instrumental', 'fast tempo', 'indian music', 'engaging', 'fervent', 'enigmatic', 'indian classical', 'sitar', 'hindustan classical music', 'tanpura accompaniment', 'lute family', 'raga', 'vivacious', 'vigorous', 'dexterity', 'skill', 'melodic', 'captivating', 'enthralling', 'instrument of goddess saraswati', 'mellifluous']",energetic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00006.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00006.npy,EC_JNTVDrok,10,20,"This is a funk piece. It has an electronic drum beat with heavy use of claps in the rhythmic background. A synth with an organ sound is playing the melody, but it is filled with effects, so the sound is constantly changing. A fuzzy sounding bass is playing a funky groove in the background. There is an eccentric atmosphere. This piece could be used in the soundtracks of young-adult cartoons.","['funk', 'electronic drums', 'claps', 'organ', 'synth', 'funky bass', 'groovy', 'eccentric', 'hip', 'dance', 'disco']",neutral
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00047.npy,DGbMEkQerYs,30,40,"A male voice is singing along to a blues/rock bassline and acoustic drums. A e-guitar and a banjo are playing the same melody as the bass. All the instruments are playing when the male voice is not singing. Then after fading out a new song starts with a percussive sound, an upright bass, piano and a female voice singing.This song may be playing in a bar.","['rock&roll/soul', 'e-guitar', 'e-bass', 'acoustic guitar', 'piano', 'banjo', 'two songs', 'male voice singing', 'female voice singing', 'upright bass', 'medium to uptempo']",energetic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00044.npy,5Y_mT93tkvQ,30,40,"This music is a percussion instrumental. The tempo is fast with an energetic drum machine rhythm.no other instrument has been used.It is vibrant, enthusiastic, bright, simple, energetic, and groovy.","['instrumental', 'fast tempo', 'percussion', 'percussion sounds', 'drum beats', 'drumming patterns', 'synthesized electronic tones', 'hip-hop', 'rap', 'rock', 'kick drum', 'snare', 'hi-hat', 'drum kit imitation', 'digital drum', 'drum machine', 'energetic', 'rhythmic beat', 'catchy', 'punchy', 'vibrant', 'enthusiastic', 'snare', 'groovy', 'cymbal', 'beat']",energetic
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00016.npy,3e6GleQ9sl0,30,40,This song contains someone playing a gentle and warm sounding melody on a violin accompanied by a harp. This song may be playing live.,"['new age/classical', 'violin', 'harp', 'heart warming', 'gentle']",calm
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00036.npy,kOBh4NZ4wZQ,70,80,"A male vocalist sings this smooth Soul song. The tempo is medium with a groovy bass line, trombone harmony, electric guitar rhythm, slick drumming, vocal backup, congas and tambourine  beats with smooth vocal backup. The song is soft, rich, elegant, ambient and smooth. This music is a Funk pop/Soul.","['male singer', 'medium tempo', 'man laughing', 'tambourine beats', 'groovy bass line', 'congas', 'elegant', 'smooth', 'slick', 'bongos', 'funky electric guitar', 'vocal backup', 'slick drumming', 'keyboard harmony', 'trombone', 'funk pop', 'soul', 'r&b', 'funk soul', 'movie soundtrack', 'ambient']",calm
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00045.npy,9ZryMX2UtAo,20,30,This is a country music piece. There is a female vocalist singing melodically in the lead. The electric guitar is playing a simple tune with occasional fiddle tunes adding texture. The bass guitar is playing a simple bass line. There is a basic rock acoustic drum beat in the rhythmic background. It has a normal tempo. The atmosphere is easygoing. This piece could be used in the soundtrack of a teenage drama movie/TV series. It could also be used as an advertisement jingle.,"['country', 'female vocal', 'melodic singing', 'electric guitar', 'fiddle', 'bass guitar', 'acoustic drums', 'simple tune', 'normal tempo', 'easygoing']",calm
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00067.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00067.npy,GNjsxLdSwHI,30,40,"The low quality recording features a classical music played by orchestra that consists of staccato string melody, woodwinds melody, staccato brass melody and solo, low tuba melody. The recording is a bit noisy and it sounds like background music for old movies.","['live performance', 'orchestra', 'classical', 'noisy', 'low quality', 'staccato strings melody', 'woodwinds melody', 'staccato brass section', 'solo low tuba melody', 'background music']",neutral
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00090.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00090.npy,OFJG5Wo_knI,30,40,"A female singer sings this vocal harmony with backup singers. The song is medium tempo with a steady drumming rhythm, tambourine percussion, groovy bass line and keyboard accompaniment. The song is trance-like and groovy. The song is a modern techno dance with an average audio quality. The song serves as a sound track for a car repairing video.","['techno pop music', 'electronic dance music', 'car repair video', 'video soundtrack', 'medium tempo', 'female singer', 'dance groove', 'relaxing', 'trance music', 'vocal chants', 'vocal harmony', 'keyboard accompaniment', 'groovy bass line', 'medium tempo', 'tambourine percussions', 'average audio quality', 'steady']",calm
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00070.npy,0AGHo8V8HpM,130,140,"This music is instrumental. The tempo is fast with a spirited cello and harpsichord accompaniment. The music is lively, intense, rich, complex , exquisite and engaging. This music a Western Classical.","['instrumental', 'fast tempo', 'cello harmony', 'exquisite', 'creative', 'art music', 'italian  music', 'italian composition', 'italian composer', 'bow stringed instrument', 'lively', 'intense', 'rich', 'classical', 'western classical', 'baroque', 'harpsichord accompaniment']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00030.npy,E7D42u8a5gc,30,40,An acoustic drum is playing with crash hits along with a distorted e-guitar and an e-bass playing along before breaking into the next part. The male voice is screaming in a high pitch. This song may be playing live at a Rock&Roll festival.,"['rock&roll', 'acoustic drums', 'e-guitar', 'e-bass', 'male singer screaming', 'uptempo', 'energetic']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00093.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00093.npy,oT6ud0OdR_E,30,40,The excerpt is actually a song collage and it features third songs. In the first one a male voice is singing and the song has a dance feel to it. In the second song a male voice is singing and being backed by male voices at the same time. The instruments used are more close to the rock genre. The third song lasts for a few milliseconds and so it's hard to notice anything about it.,"['collage', 'male voices', 'indie music']",neutral
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00039.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00039.npy,6o6DsSnbpxE,60,70,This song contains a male voice singing sounding sad. Drum and percussion are playing a reggae rhythm along with two e-guitars playing. One a melody panned to the right side of the speakers and another short rhythmic strokes as a rhythmic element. The bass is playing its own melody. This song may be playing at a live concert.,"['reggae', 'sad atmosphere', 'e-bass', 'drums', 'e-guitars', 'male voice singing', 'backing vocals']",sad
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00091.npy,0OY8XXZ98rw,30,40,"The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals. It sounds energetic, aggressive and manic - like something you would go into a mosh pit for.","['metal', 'double pedal kick', 'punchy snare', 'shimmering cymbals', 'distorted flat male vocal', 'wide aggressive electric guitar riff', 'distorted bass guitar', 'energetic', 'aggressive', 'distorted', 'manic']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00000.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00000.npy,Utl5it7YMUs,330,340,"This is a hard rock music piece. There is a male vocalist singing in the lead. The electric guitar is playing the main melody while a bass guitar plays in the background. The acoustic drums are playing a groovy rock beat. There is a raw,  psychedelic feel to this piece. It could be playing in the background of a rock bar.","['hard rock', 'male vocal', 'electric guitar', 'bass guitar', 'acoustic drums', 'groovy', 'raw', 'psychedelic']",neutral
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00005.npy,p2jnUySmuvA,220,230,This is a Hawaiian folk music rendition of a jazz music piece. There is a male vocalist singing melodically in the lead. The simple tune is being played by a mellow sounding ukulele. There is a peaceful and relaxing atmosphere. This piece could be playing in the background of a coffee shop. It could also be included in the soundtrack of a feelgood movie/TV series. Another good use would be in the background of wholesome social media content.,"['hawaiian folk', 'world music', 'male vocal', 'melodic singing', 'ukulele', 'gentle', 'peaceful', 'calming', 'relaxing', 'easygoing']",calm
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00017.npy,1JwoLPCIGhs,30,40,"The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool - like something you would hear in high end bars or blues clubs. The recording is a bit noisy.","['cover', 'low quality', 'noisy', 'blues', 'subtly strummed acoustic rhythm guitar', 'electric guitar solo melody', 'passionate', 'easygoing', 'cool']",romantic
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00041.npy,SBeC9TISHz8,30,40,The country music features a male vocalist with a scratchy voice. Two acoustic guitars play a melodic intro riff that goes from melody to strumming. The strings are very sharp-sounding and bright. The atmosphere of the song is sad.,"['country', 'pop', 'sad mood', 'sad male vocals', 'emotional', 'scratchy male vocals', 'bright acoustic guitar solo', 'bass', 'strummed acoustic guitar']",sad
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00049.npy,F5zDEHggiMg,30,40,"We hear a viola and harpsichord being played, with the overall emotion of the piece being thrilling and suspenseful. A high tremolo is played on the violin, which creates the feeling of an energy build-up. This is a classical style piece.","['classical viola playing', 'harpsichord playing', 'suspenseful playing', 'tense playing', 'tremolo', 'build-up', 'tension']",dark
